date,value
1713699900000,0.6402046434001467
1713699900500,0.6513255020006854
1713699901000,0.6428555031946244
1713699901500,0.70308714618296
1713699902000,0.7277408230565565
1713699902500,0.6562920549508282
1713699903000,0.7184521524404888
1713699903500,0.7212128824330357
1713699904000,0.7484552314073132
1713699904500,0.6596458409497516
1713699905000,0.6615046042466172
1713699905500,0.6885507883653745
1713699906000,0.7663043742658727
1713699906500,0.7646378578997768
1713699907000,0.7676649898219137
1713699907500,0.7092570345073735
1713699908000,0.6181356646968218
1713699908500,0.5314852410408174
1713699909000,0.5015092005513142
1713699909500,0.561892032205682
1713699910000,0.5248773038358585
1713699910500,0.4713014459882468
1713699911000,0.5460535551475871
1713699911500,0.5129830074003651
1713699912000,0.41959746618926796
1713699912500,0.32786435244632384
1713699913000,0.24731749894338745
1713699913500,0.26858394830629756
1713699914000,0.22606654351739525
1713699914500,0.26478913939091675
1713699915000,0.2559255603414765
1713699915500,0.30355542874369573
1713699916000,0.35640074102211705
1713699916500,0.44034364498505546
1713699917000,0.4659515764542324
1713699917500,0.5028247996253069
1713699918000,0.4056955035188038
1713699918500,0.44688160005321315
1713699919000,0.3610434167799239
1713699919500,0.4461203280097017
1713699920000,0.420937046802209
1713699920500,0.37558110608305234
1713699921000,0.3150205019250164
1713699921500,0.41461310501070053
1713699922000,0.4474242554307614
1713699922500,0.5139164437426759
1713699923000,0.43980329806287743
1713699923500,0.4857261331384997
1713699924000,0.5407366990257625
1713699924500,0.5683107345414125
1713699925000,0.4858996229881527
1713699925500,0.4814250262672561
1713699926000,0.5501521078382546
1713699926500,0.4724284543395739
1713699927000,0.471144110322805
1713699927500,0.40222770058724344
1713699928000,0.46384277643797944
1713699928500,0.4602427172165419
1713699929000,0.49495446202321164
1713699929500,0.44918816973240966
1713699930000,0.5200936930864236
1713699930500,0.6175070753091643
1713699931000,0.601383191620559
1713699931500,0.6186478917390698
1713699932000,0.6500691319245369
1713699932500,0.7078440087112865
1713699933000,0.6441259117744095
1713699933500,0.7332541934709305
1713699934000,0.6537629065734816
1713699934500,0.5998884180843727
1713699935000,0.6340046733080515
1713699935500,0.638450681091527
1713699936000,0.5514452862757133
1713699936500,0.4778508998534012
1713699937000,0.5758545924172231
1713699937500,0.6297079396000869
1713699938000,0.6756029560850811
1713699938500,0.5759146286061128
1713699939000,0.575162078784624
1713699939500,0.5679463413892266
1713699940000,0.5865553076826039
1713699940500,0.5953535115155956
1713699941000,0.656943082071028
1713699941500,0.6629679376446986
1713699942000,0.6660372619291651
1713699942500,0.576111830538426
1713699943000,0.622475427558539
1713699943500,0.6656874122812497
1713699944000,0.6573426064142677
1713699944000,0.6860321673278661
1713699944500,0.7433940346551832
1713699945000,0.7254678905068898
1713699945500,0.6326198675984871
1713699946000,0.5513132558725751
1713699946500,0.53201450035293
1713699947000,0.4698397331713486
1713699947500,0.4306587178101517
1713699948000,0.38369205167067766
1713699948500,0.42902064372836685
1713699949000,0.43751886007270935
1713699949500,0.47563814042809904
1713699950000,0.4051584404484221
1713699950500,0.41867062308295006
1713699951000,0.4764881893392977
1713699951500,0.5122214353011972
1713699952000,0.5400244931211967
1713699952500,0.5098147930562669
1713699953000,0.5185738254280896
1713699953500,0.5189284330258435
1713699954000,0.5663910803884575
1713699954500,0.5584972864814689
1713699955000,0.5046640866485698
1713699955500,0.45799448525049047
1713699956000,0.49634105730855327
1713699956500,0.44259082380695686
1713699957000,0.5270083195131845
1713699957500,0.4973719972887761
1713699958000,0.46752377781926363
1713699958500,0.4611564628406024
1713699959000,0.5282602060176905
