x,y
0,0
27.712812921102035,0
55.42562584220407,0
83.13843876330611,0
110.85125168440814,0
138.56406460551017,0
166.27687752661222,0
193.98969044771425,0
221.70250336881628,0
249.4153162899183,0
277.12812921102034,0
304.8409421321224,0
332.55375505322445,0
360.26656797432645,0
387.9793808954285,0
415.6921938165305,0
443.40500673763256,0
471.1178196587346,0
498.8306325798366,0
526.5434455009387,0
554.2562584220407,0
581.9690713431428,0
609.6818842642448,0
637.3946971853468,0
665.1075101064489,0
692.8203230275509,0
720.5331359486529,0
748.2459488697549,0
775.958761790857,0
803.671574711959,0
13.856406460551018,24
41.569219381653056,24
69.28203230275508,24
96.99484522385713,24
124.70765814495915,24
152.4204710660612,24
180.13328398716325,24
207.84609690826528,24
235.5589098293673,24
263.27172275046934,24
290.98453567157134,24
318.6973485926734,24
346.41016151377545,24
374.12297443487745,24
401.8357873559795,24
429.5486002770815,24
457.26141319818356,24
484.9742261192856,24
512.6870390403876,24
540.3998519614897,24
568.1126648825917,24
595.8254778036938,24
623.5382907247958,24
651.2511036458978,24
678.963916567,24
706.676729488102,24
734.389542409204,24
762.102355330306,24
789.8151682514081,24
817.5279811725101,24
0,48
27.712812921102035,48
55.42562584220407,48
83.13843876330611,48
110.85125168440814,48
138.56406460551017,48
166.27687752661222,48
193.98969044771425,48
221.70250336881628,48
249.4153162899183,48
277.12812921102034,48
304.8409421321224,48
332.55375505322445,48
360.26656797432645,48
387.9793808954285,48
415.6921938165305,48
443.40500673763256,48
471.1178196587346,48
498.8306325798366,48
526.5434455009387,48
554.2562584220407,48
581.9690713431428,48
609.6818842642448,48
637.3946971853468,48
665.1075101064489,48
692.8203230275509,48
720.5331359486529,48
748.2459488697549,48
775.958761790857,48
803.671574711959,48
13.856406460551018,72
41.569219381653056,72
69.28203230275508,72
96.99484522385713,72
124.70765814495915,72
152.4204710660612,72
180.13328398716325,72
207.84609690826528,72
235.5589098293673,72
263.27172275046934,72
290.98453567157134,72
318.6973485926734,72
346.41016151377545,72
374.12297443487745,72
401.8357873559795,72
429.5486002770815,72
457.26141319818356,72
484.9742261192856,72
512.6870390403876,72
540.3998519614897,72
568.1126648825917,72
595.8254778036938,72
623.5382907247958,72
651.2511036458978,72
678.963916567,72
706.676729488102,72
734.389542409204,72
762.102355330306,72
789.8151682514081,72
817.5279811725101,72
0,96
27.712812921102035,96
55.42562584220407,96
83.13843876330611,96
110.85125168440814,96
138.56406460551017,96
166.27687752661222,96
193.98969044771425,96
221.70250336881628,96
249.4153162899183,96
277.12812921102034,96
304.8409421321224,96
332.55375505322445,96
360.26656797432645,96
387.9793808954285,96
415.6921938165305,96
443.40500673763256,96
471.1178196587346,96
498.8306325798366,96
526.5434455009387,96
554.2562584220407,96
581.9690713431428,96
609.6818842642448,96
637.3946971853468,96
665.1075101064489,96
692.8203230275509,96
720.5331359486529,96
748.2459488697549,96
775.958761790857,96
803.671574711959,96
13.856406460551018,120
41.569219381653056,120
69.28203230275508,120
96.99484522385713,120
124.70765814495915,120
152.4204710660612,120
180.13328398716325,120
207.84609690826528,120
235.5589098293673,120
263.27172275046934,120
290.98453567157134,120
318.6973485926734,120
346.41016151377545,120
374.12297443487745,120
401.8357873559795,120
429.5486002770815,120
457.26141319818356,120
484.9742261192856,120
512.6870390403876,120
540.3998519614897,120
568.1126648825917,120
595.8254778036938,120
623.5382907247958,120
651.2511036458978,120
678.963916567,120
706.676729488102,120
734.389542409204,120
762.102355330306,120
789.8151682514081,120
817.5279811725101,120
0,144
27.712812921102035,144
55.42562584220407,144
83.13843876330611,144
110.85125168440814,144
138.56406460551017,144
166.27687752661222,144
193.98969044771425,144
221.70250336881628,144
249.4153162899183,144
277.12812921102034,144
304.8409421321224,144
332.55375505322445,144
360.26656797432645,144
387.9793808954285,144
415.6921938165305,144
443.40500673763256,144
471.1178196587346,144
498.8306325798366,144
526.5434455009387,144
554.2562584220407,144
581.9690713431428,144
609.6818842642448,144
637.3946971853468,144
665.1075101064489,144
692.8203230275509,144
720.5331359486529,144
748.2459488697549,144
775.958761790857,144
803.671574711959,144
13.856406460551018,168
41.569219381653056,168
69.28203230275508,168
96.99484522385713,168
124.70765814495915,168
152.4204710660612,168
180.13328398716325,168
207.84609690826528,168
235.5589098293673,168
263.27172275046934,168
290.98453567157134,168
318.6973485926734,168
346.41016151377545,168
374.12297443487745,168
401.8357873559795,168
429.5486002770815,168
457.26141319818356,168
484.9742261192856,168
512.6870390403876,168
540.3998519614897,168
568.1126648825917,168
595.8254778036938,168
623.5382907247958,168
651.2511036458978,168
678.963916567,168
706.676729488102,168
734.389542409204,168
762.102355330306,168
789.8151682514081,168
817.5279811725101,168
0,192
27.712812921102035,192
55.42562584220407,192
83.13843876330611,192
110.85125168440814,192
138.56406460551017,192
166.27687752661222,192
193.98969044771425,192
221.70250336881628,192
249.4153162899183,192
277.12812921102034,192
304.8409421321224,192
332.55375505322445,192
360.26656797432645,192
387.9793808954285,192
415.6921938165305,192
443.40500673763256,192
471.1178196587346,192
498.8306325798366,192
526.5434455009387,192
554.2562584220407,192
581.9690713431428,192
609.6818842642448,192
637.3946971853468,192
665.1075101064489,192
692.8203230275509,192
720.5331359486529,192
748.2459488697549,192
775.958761790857,192
803.671574711959,192
13.856406460551018,216
41.569219381653056,216
69.28203230275508,216
96.99484522385713,216
124.70765814495915,216
152.4204710660612,216
180.13328398716325,216
207.84609690826528,216
235.5589098293673,216
263.27172275046934,216
290.98453567157134,216
318.6973485926734,216
346.41016151377545,216
374.12297443487745,216
401.8357873559795,216
429.5486002770815,216
457.26141319818356,216
484.9742261192856,216
512.6870390403876,216
540.3998519614897,216
568.1126648825917,216
595.8254778036938,216
623.5382907247958,216
651.2511036458978,216
678.963916567,216
706.676729488102,216
734.389542409204,216
762.102355330306,216
789.8151682514081,216
817.5279811725101,216
0,240
27.712812921102035,240
55.42562584220407,240
83.13843876330611,240
110.85125168440814,240
138.56406460551017,240
166.27687752661222,240
193.98969044771425,240
221.70250336881628,240
249.4153162899183,240
277.12812921102034,240
304.8409421321224,240
332.55375505322445,240
360.26656797432645,240
387.9793808954285,240
415.6921938165305,240
443.40500673763256,240
471.1178196587346,240
498.8306325798366,240
526.5434455009387,240
554.2562584220407,240
581.9690713431428,240
609.6818842642448,240
637.3946971853468,240
665.1075101064489,240
692.8203230275509,240
720.5331359486529,240
748.2459488697549,240
775.958761790857,240
803.671574711959,240
13.856406460551018,264
41.569219381653056,264
69.28203230275508,264
96.99484522385713,264
124.70765814495915,264
152.4204710660612,264
180.13328398716325,264
207.84609690826528,264
235.5589098293673,264
263.27172275046934,264
290.98453567157134,264
318.6973485926734,264
346.41016151377545,264
374.12297443487745,264
401.8357873559795,264
429.5486002770815,264
457.26141319818356,264
484.9742261192856,264
512.6870390403876,264
540.3998519614897,264
568.1126648825917,264
595.8254778036938,264
623.5382907247958,264
651.2511036458978,264
678.963916567,264
706.676729488102,264
734.389542409204,264
762.102355330306,264
789.8151682514081,264
817.5279811725101,264
0,288
27.712812921102035,288
55.42562584220407,288
83.13843876330611,288
110.85125168440814,288
138.56406460551017,288
166.27687752661222,288
193.98969044771425,288
221.70250336881628,288
249.4153162899183,288
277.12812921102034,288
304.8409421321224,288
332.55375505322445,288
360.26656797432645,288
387.9793808954285,288
415.6921938165305,288
443.40500673763256,288
471.1178196587346,288
498.8306325798366,288
526.5434455009387,288
554.2562584220407,288
581.9690713431428,288
609.6818842642448,288
637.3946971853468,288
665.1075101064489,288
692.8203230275509,288
720.5331359486529,288
748.2459488697549,288
775.958761790857,288
803.671574711959,288
13.856406460551018,312
41.569219381653056,312
69.28203230275508,312
96.99484522385713,312
124.70765814495915,312
152.4204710660612,312
180.13328398716325,312
207.84609690826528,312
235.5589098293673,312
263.27172275046934,312
290.98453567157134,312
318.6973485926734,312
346.41016151377545,312
374.12297443487745,312
401.8357873559795,312
429.5486002770815,312
457.26141319818356,312
484.9742261192856,312
512.6870390403876,312
540.3998519614897,312
568.1126648825917,312
595.8254778036938,312
623.5382907247958,312
651.2511036458978,312
678.963916567,312
706.676729488102,312
734.389542409204,312
762.102355330306,312
789.8151682514081,312
817.5279811725101,312
0,336
27.712812921102035,336
55.42562584220407,336
83.13843876330611,336
110.85125168440814,336
138.56406460551017,336
166.27687752661222,336
193.98969044771425,336
221.70250336881628,336
249.4153162899183,336
277.12812921102034,336
304.8409421321224,336
332.55375505322445,336
360.26656797432645,336
387.9793808954285,336
415.6921938165305,336
443.40500673763256,336
471.1178196587346,336
498.8306325798366,336
526.5434455009387,336
554.2562584220407,336
581.9690713431428,336
609.6818842642448,336
637.3946971853468,336
665.1075101064489,336
692.8203230275509,336
720.5331359486529,336
748.2459488697549,336
775.958761790857,336
803.671574711959,336
13.856406460551018,360
41.569219381653056,360
69.28203230275508,360
96.99484522385713,360
124.70765814495915,360
152.4204710660612,360
180.13328398716325,360
207.84609690826528,360
235.5589098293673,360
263.27172275046934,360
290.98453567157134,360
318.6973485926734,360
346.41016151377545,360
374.12297443487745,360
401.8357873559795,360
429.5486002770815,360
457.26141319818356,360
484.9742261192856,360
512.6870390403876,360
540.3998519614897,360
568.1126648825917,360
595.8254778036938,360
623.5382907247958,360
651.2511036458978,360
678.963916567,360
706.676729488102,360
734.389542409204,360
762.102355330306,360
789.8151682514081,360
817.5279811725101,360
0,384
27.712812921102035,384
55.42562584220407,384
83.13843876330611,384
110.85125168440814,384
138.56406460551017,384
166.27687752661222,384
193.98969044771425,384
221.70250336881628,384
249.4153162899183,384
277.12812921102034,384
304.8409421321224,384
332.55375505322445,384
360.26656797432645,384
387.9793808954285,384
415.6921938165305,384
443.40500673763256,384
471.1178196587346,384
498.8306325798366,384
526.5434455009387,384
554.2562584220407,384
581.9690713431428,384
609.6818842642448,384
637.3946971853468,384
665.1075101064489,384
692.8203230275509,384
720.5331359486529,384
748.2459488697549,384
775.958761790857,384
803.671574711959,384
13.856406460551018,408
41.569219381653056,408
69.28203230275508,408
96.99484522385713,408
124.70765814495915,408
152.4204710660612,408
180.13328398716325,408
207.84609690826528,408
235.5589098293673,408
263.27172275046934,408
290.98453567157134,408
318.6973485926734,408
346.41016151377545,408
374.12297443487745,408
401.8357873559795,408
429.5486002770815,408
457.26141319818356,408
484.9742261192856,408
512.6870390403876,408
540.3998519614897,408
568.1126648825917,408
595.8254778036938,408
623.5382907247958,408
651.2511036458978,408
678.963916567,408
706.676729488102,408
734.389542409204,408
762.102355330306,408
789.8151682514081,408
817.5279811725101,408
0,432
27.712812921102035,432
55.42562584220407,432
83.13843876330611,432
110.85125168440814,432
138.56406460551017,432
166.27687752661222,432
193.98969044771425,432
221.70250336881628,432
249.4153162899183,432
277.12812921102034,432
304.8409421321224,432
332.55375505322445,432
360.26656797432645,432
387.9793808954285,432
415.6921938165305,432
443.40500673763256,432
471.1178196587346,432
498.8306325798366,432
526.5434455009387,432
554.2562584220407,432
581.9690713431428,432
609.6818842642448,432
637.3946971853468,432
665.1075101064489,432
692.8203230275509,432
720.5331359486529,432
748.2459488697549,432
775.958761790857,432
803.671574711959,432
13.856406460551018,456
41.569219381653056,456
69.28203230275508,456
96.99484522385713,456
124.70765814495915,456
152.4204710660612,456
180.13328398716325,456
207.84609690826528,456
235.5589098293673,456
263.27172275046934,456
290.98453567157134,456
318.6973485926734,456
346.41016151377545,456
374.12297443487745,456
401.8357873559795,456
429.5486002770815,456
