x,y,c
0,0.3196137937603463,0
0,0.20261956605770307,0
0,-0.0780852642932307,0
0,0.5221793408070389,0
0,-0.18194457885012078,0
0,-0.12049860586000088,0
0,0.4734473502798253,0
0,-0.17554148135916653,0
0,0.43012179066786993,0
0,0.6044063483780091,0
0,0.6673079758475986,0
0,0.09209795487906891,0
0,0.2701009157384959,0
0,0.3491485856923354,0
0,0.22520882972305908,0
0,0.05693775427809139,0
0,0.3439380007578889,0
0,0.3029436882115051,0
0,0.15768961444419324,0
0,0.20512319866682835,0
0,0.539328278268241,0
0,0.2971738049323338,0
0,0.13671335725477493,0
0,0.3551903404560088,0
0,0.021052829238056292,0
0,0.5199848276913323,0
0,0.2231182824213459,0
0,0.08787423887821055,0
0,0.14317053679026215,0
0,0.39377695936094026,0
0,0.03260385268995075,0
0,0.5961959661329259,0
0,1.62396943979391,1
0,-0.08593859264785408,1
0,0.24164326412496617,1
0,0.9072522112948058,1
0,0.8142070015934194,1
0,-0.15107455338656872,1
0,2.131444109093374,1
0,0.43215397678132583,1
0,-0.603298759370676,1
0,-0.03843897411273767,1
0,0.770075342518591,1
0,1.2930426477713892,1
0,1.3658373351793838,1
0,1.1113517497724479,1
0,0.4005881060569279,1
0,1.568732493875125,1
0,1.0368613431429567,1
0,0.6339813541741074,1
0,-0.044162697965922315,1
0,1.2317338788294,1
0,1.469567541190402,1
0,0.8122961458810342,1
0,0.6109762199539833,1
0,1.1879005944744954,1
0,1.0219856182914058,1
0,0.2504214278962844,1
0,-0.4920996116011671,1
0,0.0373815214061759,1
0,0.9673751261237012,1
0,0.6810453157065122,1
0,-0.23274564562277167,1
0,2.0170772870604816,1
0,-0.2551698602279288,2
0,-0.02600062086068311,2
0,0.049058916240054866,2
0,-0.892548297812285,2
0,0.3808613450413261,2
0,0.28336792305262437,2
0,0.2970262786232126,2
0,0.37746749810567454,2
0,-0.11026304540114376,2
0,0.03922668856994984,2
0,-0.5579526408835215,2
0,-0.0007707878538322777,2
0,0.560958541166191,2
0,0.8327367191562093,2
0,-0.7426543390104771,2
0,0.05814575048982189,2
0,0.09031932890964846,2
0,0.5040256616757988,2
0,0.962334532345083,2
0,0.4503054423244243,2
0,0.055114081267062506,2
0,-0.16261923788655708,2
0,0.4806477345189704,2
0,0.5049394333706009,2
0,0.1466311195479328,2
0,-0.05289010317270834,2
0,-0.20473845437601879,2
0,-0.3903272949718753,2
0,0.023052964339327048,2
0,0.16139930513219258,2
0,-0.28945493421951557,2
0,-0.28132372235442354,2
1,0.4914846301981891,0
1,0.48921500732930906,0
1,-0.24097672406117826,0
1,-0.031247025906239234,0
1,0.4678833888112608,0
1,-0.05989073484556892,0
1,0.34932717368631966,0
1,0.2788816086098054,0
1,0.6715412799291978,0
1,-0.450565158538736,0
1,1.7994143393908888,0
1,-1.0454754845720975,0
1,0.8265596142906328,0
1,-0.21599059498736356,0
1,0.10052441351969708,0
1,0.31523709529365385,0
1,-0.09363261045301252,0
1,0.7506047897691928,0
1,-0.019175577713679573,0
1,0.16792146412350947,0
1,0.5095737244691746,0
1,0.6312962223862986,0
1,0.6392660131468675,0
1,-0.3323815295186988,0
1,0.0765346257708736,0
1,-1.0973648011949033,0
1,0.3485529613811672,0
1,-1.293721227988439,0
1,0.16882216830665614,0
1,1.142902627483801,0
1,-0.3841216014722886,0
1,-0.6802224791467736,0
1,0.08769503034869697,1
1,1.8692161733896429,1
1,1.2386159802852352,1
1,1.3213152820733296,1
1,-0.4321586332088755,1
1,0.31474019609282206,1
1,-0.2826208054981625,1
1,1.5346642454938415,1
1,0.3941977518229518,1
1,0.8546959430710163,1
1,2.4404992973898056,1
1,-0.0818297811388709,1
1,0.10256724464546366,1
1,1.300236412612594,1
1,0.32197900957964926,1
1,0.2931132935469498,1
1,-1.2004601576308593,1
1,-1.2325836745915384,1
1,-0.7295341279512606,1
1,-0.3449083436807857,1
1,1.917016690435356,1
1,0.8026740372037242,1
1,1.659135644140795,1
1,1.7702300446824888,1
1,0.06974179276587056,1
1,-0.2177672919024337,1
1,-0.8450988153005254,1
1,0.6219232170119695,1
1,-0.576328862053855,1
1,-0.8084031466690007,1
1,-0.6270632413525815,1
1,1.0159913641105076,1
1,-0.4505845519616454,2
1,0.8045391420420729,2
1,0.772035717064566,2
1,1.1893721881714974,2
1,1.3133392874385175,2
1,0.774588428928779,2
1,-0.09649142611084138,2
1,0.8594162679920548,2
1,0.6969473318516597,2
1,0.29828220143840745,2
1,0.9837536827819849,2
1,0.46086384947677045,2
1,-0.02271022039369852,2
1,0.7733472789652509,2
1,-0.1739695220773132,2
1,0.49674223215171986,2
1,1.1172396680087802,2
1,0.33386073608832467,2
1,1.0045327828075548,2
1,1.2108973226414204,2
1,0.8764826186349381,2
1,1.4008376158138747,2
1,1.1537553225946662,2
1,1.3424152071522095,2
1,0.9470710132879873,2
1,0.7183768664221714,2
1,0.847353021666724,2
1,0.1742558592450737,2
1,0.7497547848661402,2
1,0.3060371464146996,2
1,0.5504904785643259,2
1,0.7166999653208812,2
2,0.2325199334522,0
2,1.2845246989542072,0
2,1.897816750225677,0
2,1.1281495242493502,0
2,1.0164376046140942,0
2,0.6987237897610851,0
2,1.059646674202238,0
2,1.013301522862261,0
2,0.9857625762189495,0
2,0.6478532862932203,0
2,0.6126709823082297,0
2,1.13119784257944,0
2,1.2949580765662894,0
2,0.8517544159173291,0
2,1.557988007408714,0
2,-0.4221572124302728,0
2,0.7962357322214719,0
2,1.3467355890228705,0
2,0.9591354153023256,0
2,-0.24094163961974657,0
2,1.3819228203831577,0
2,0.009193920039999304,0
2,0.210183920522935,0
2,-0.26170976995298867,0
2,0.548500258678571,0
2,1.3153733261392062,0
2,1.5866561759904128,0
2,0.3455774189424713,0
2,0.46272014271734213,0
2,1.2451222733806628,0
2,0.6765494496639756,0
2,1.6323216326493317,0
2,0.7800332998690104,1
2,0.737587971617698,1
2,0.34771243406351215,1
2,0.19860069662669105,1
2,0.46304578504962435,1
2,0.3876277009494554,1
2,0.4333481863792925,1
2,0.68110122315193,1
2,0.7185477720503572,1
2,0.06027131833769733,1
2,-0.0983979224554633,1
2,0.05388266504872302,1
2,0.16587388786388949,1
2,0.9498643576545474,1
2,0.017657213751617273,1
2,0.6054403164448453,1
2,0.7240430949412255,1
2,0.2155533316165203,1
2,0.5177275756288191,1
2,0.8007100403016739,1
2,0.5790903922209569,1
2,0.4478258929915458,1
2,0.14038080328584268,1
2,0.3974311332388547,1
2,-0.3805268236941449,1
2,0.7724902626850114,1
2,0.6208715540152637,1
2,1.2345146817692985,1
2,0.2411498296174348,1
2,-0.12045266439283897,1
2,0.2960191919996192,1
2,0.20720475753622616,1
2,0.16167112724336077,2
2,0.05410148309718725,2
2,-0.006585310057074689,2
2,0.20339595112600026,2
2,0.31378484976621457,2
2,0.38522984479872285,2
2,0.19931759882399938,2
2,0.0674897731997316,2
2,0.07108369119924138,2
2,0.3807829590317423,2
2,0.37721772680809873,2
2,0.18029106472928375,2
2,0.07531962228396881,2
2,-0.19408534949304262,2
2,0.22440138801459614,2
2,-0.008758984043771012,2
2,0.11450137169924499,2
2,0.066050557281271,2
2,0.1449278632313015,2
2,0.33172170822984065,2
2,0.15797220049377017,2
2,0.05649382072288413,2
2,0.215664021678318,2
2,0.13407373722900254,2
2,0.16740619139888635,2
2,-0.023320075413630154,2
2,0.27528048101695624,2
2,0.40644255824981723,2
2,0.07965762751110733,2
2,0.42020466940050655,2
2,0.28297836220486855,2
2,0.30250208710193877,2
3,0.552672067470728,0
3,0.6317833281749482,0
3,0.5221159690463948,0
3,0.6622781835301974,0
3,0.7972794150879379,0
3,0.6951917194137772,0
3,0.9068919963435274,0
3,0.7426374153997903,0
3,0.5825915873138597,0
3,0.6971886604690938,0
3,0.6939038393076917,0
3,0.6398376636163835,0
3,0.8061577920840126,0
3,0.4003306399896573,0
3,0.5428919929894056,0
3,0.7782374234194713,0
3,0.9704647574270602,0
3,0.6638634635201965,0
3,0.7724907946154895,0
3,0.4342955887303294,0
3,0.7590656770075467,0
3,1.095621984350298,0
3,0.5807546308370634,0
3,0.699129661066188,0
3,0.6570371914868276,0
3,0.9257797968973895,0
3,0.811336724782696,0
3,0.8681382253162684,0
3,0.7187309838763415,0
3,0.464062533223487,0
3,0.7209596954315798,0
3,0.4175247964915904,0
3,0.3176152424508764,1
3,1.1590978302517434,1
3,0.34044410569596584,1
3,0.9742210143818582,1
3,0.6699626972021395,1
3,0.24735583373468928,1
3,0.588201334676219,1
3,0.5399922817011276,1
3,0.7237726849686608,1
3,1.078006263466494,1
3,1.1620216847715297,1
3,0.6865982340736559,1
3,1.2178769079927758,1
3,0.9818710894094258,1
3,0.38572302487788873,1
3,1.0531078439035133,1
3,1.3885278136348875,1
3,0.6602339834624817,1
3,1.117302515416573,1
3,0.8212764287123197,1
3,0.7451679075708636,1
